id,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,lot_config,land_slope,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_built,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,low_qual_fin_sf,gr_liv_area,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,yr_sold,sale_type,saleprice,tot_baths,tot_sf,bsmt_fin_sf,bsmt_pct_fin
2116,RL,68.0,159000,IR2,Low,CulDSac,Sev,ClearCr,1Fam,1.5Fin,6,7,1958,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,Unf,747.0,1444.0,GasA,Gd,Y,0,2144,4,1,Gd,7,Typ,2,TA,Attchd,Fin,389.0,TA,TA,Y,0,98,0,0,0,2007,WD ,277000,2.5,3588.0,697.0,48.26869806094183
2734,RL,62.0,6488,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1.5Fin,5,5,1942,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,569.0,799.0,GasA,Ex,N,0,1150,3,1,TA,6,Mod,2,TA,BuiltIn,Unf,215.0,TA,TA,Y,264,0,0,0,0,2006,WD ,128000,1.0,1949.0,230.0,28.785982478097626
426,RL,110.0,14230,Reg,Lvl,Corner,Gtl,NridgHt,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1566.0,1566.0,GasA,Ex,Y,0,1600,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,890.0,TA,TA,Y,0,56,0,0,0,2009,WD ,256300,2.0,3166.0,0.0,0.0
2216,RL,110.0,7810,IR1,HLS,Inside,Gtl,Crawfor,1Fam,1.5Fin,4,6,1930,Gable,CompShg,AsbShng,CmentBd,None,0.0,TA,Gd,BrkTil,TA,Gd,No,GLQ,Unf,741.0,930.0,GasA,Ex,Y,0,1755,4,1,Gd,7,Typ,1,TA,Detchd,Unf,231.0,Fa,TA,Y,0,40,0,0,0,2007,WD ,188000,2.0,2685.0,189.0,20.322580645161292
2900,RL,85.0,14331,Reg,Lvl,Inside,Gtl,Timber,1Fam,1Story,8,5,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,526.0,1800.0,GasA,Ex,Y,0,1800,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,765.0,TA,TA,Y,270,78,0,0,0,2006,WD ,312500,3.0,3600.0,1274.0,70.77777777777779
97,FV,30.0,3182,Reg,Lvl,Inside,Gtl,Somerst,TwnhsE,2Story,7,5,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,600.0,600.0,GasA,Ex,Y,0,1200,2,1,Gd,4,Typ,0,no value,Detchd,RFn,480.0,TA,TA,Y,0,172,0,0,0,2010,WD ,151000,2.5,1800.0,0.0,0.0
1680,RM,24.0,1920,Reg,Lvl,Inside,Gtl,BrDale,TwnhsE,2Story,5,5,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,294.0,765.0,GasA,Ex,Y,0,1365,2,1,TA,6,Min1,0,no value,Detchd,Unf,440.0,TA,TA,Y,240,36,0,0,0,2007,WD ,122500,2.5,2130.0,471.0,61.568627450980394
1133,RL,68.0,10110,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,2Story,6,5,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,ALQ,200.0,835.0,GasA,Ex,Y,0,1696,3,1,Gd,7,Typ,0,no value,Attchd,RFn,542.0,TA,TA,Y,143,66,0,0,0,2008,WD ,188000,3.5,2531.0,635.0,76.04790419161677
2761,RL,91.0,10984,IR1,Lvl,Corner,Gtl,CollgCr,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,945.0,945.0,GasA,Ex,Y,0,1809,3,1,Gd,8,Typ,0,no value,Attchd,RFn,638.0,TA,TA,Y,144,54,0,0,0,2006,New,209700,2.5,2754.0,0.0,0.0
1642,RL,85.0,14082,IR1,HLS,Inside,Gtl,StoneBr,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,945.0,Gd,TA,PConc,Ex,Gd,Gd,GLQ,Unf,662.0,2220.0,GasA,Ex,Y,0,2234,1,1,Gd,7,Typ,1,Gd,Attchd,RFn,724.0,TA,TA,Y,390,80,0,0,0,2007,WD ,441929,2.5,4454.0,1558.0,70.18018018018017
1141,RL,50.0,8480,IR1,Lvl,Inside,Gtl,SawyerW,1Fam,2Story,6,5,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,284.0,886.0,GasA,Ex,Y,0,1680,3,1,Gd,7,Typ,0,no value,Attchd,RFn,474.0,TA,TA,Y,144,96,0,0,0,2008,WD ,163000,3.0,2566.0,602.0,67.94582392776523
2118,RL,68.0,12205,IR1,Low,Inside,Gtl,ClearCr,1Fam,2Story,6,8,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,264.0,832.0,GasA,Gd,Y,0,2087,5,1,Gd,9,Typ,0,no value,Attchd,Fin,444.0,TA,TA,Y,133,168,0,0,0,2007,WD ,187500,2.5,2919.0,568.0,68.26923076923077
870,RL,90.0,15750,Reg,Lvl,FR3,Gtl,CollgCr,1Fam,1Story,8,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,216.0,1462.0,GasA,Ex,Y,0,1513,2,1,Gd,5,Typ,1,TA,Attchd,Fin,521.0,TA,TA,Y,135,34,0,0,0,2009,WD ,220000,3.0,2975.0,1246.0,85.22571819425444
1875,RL,70.0,8050,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,6,1967,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,437.0,949.0,GasA,TA,Y,0,1107,3,1,Gd,5,Typ,0,no value,Attchd,RFn,308.0,TA,TA,Y,88,64,0,0,0,2007,WD ,127000,2.0,2056.0,512.0,53.95152792413067
155,RL,60.0,7200,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,no value,no value,no value,no value,no value,0.0,0.0,GasA,Ex,Y,0,827,2,1,TA,5,Mod,1,Po,Detchd,Unf,392.0,TA,TA,Y,0,0,0,0,0,2010,WD ,107500,1.0,827.0,0.0,0.0
1318,RM,35.0,6300,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2.5Unf,6,6,1914,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,742.0,742.0,GasA,Ex,Y,0,1484,3,1,TA,9,Typ,1,Gd,no value,no value,0.0,no value,no value,Y,0,291,134,0,0,2008,WD ,128000,2.0,2226.0,0.0,0.0
1285,RM,30.0,5232,IR3,Bnk,Inside,Gtl,OldTown,1Fam,1Story,5,5,1925,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,680.0,680.0,GasA,Gd,N,0,764,2,1,TA,4,Typ,0,no value,Detchd,Unf,504.0,TA,TA,N,0,0,0,0,0,2008,WD ,73000,1.0,1444.0,0.0,0.0
2400,RL,72.0,11846,IR1,HLS,Inside,Gtl,NridgHt,1Fam,1Story,9,5,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,225.0,1792.0,GasA,Ex,Y,0,1792,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,874.0,TA,TA,Y,206,49,0,0,0,2006,WD ,374000,3.0,3584.0,1567.0,87.44419642857143
1068,RL,130.0,16900,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,1110.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,404.0,1479.0,GasA,Ex,Y,0,2649,4,1,Gd,10,Typ,1,TA,Attchd,Fin,746.0,TA,TA,Y,0,60,0,0,0,2008,WD ,421250,3.5,4128.0,1075.0,72.684246112238
361,RL,68.0,9636,IR1,Lvl,Corner,Gtl,Gilbert,1Fam,2Story,6,5,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,808.0,808.0,GasA,Gd,Y,0,1593,3,1,TA,7,Typ,1,TA,BuiltIn,RFn,389.0,TA,TA,Y,342,40,0,0,0,2009,WD ,178000,2.5,2401.0,0.0,0.0
1493,RL,90.0,10012,Reg,Lvl,Inside,Gtl,Edwards,1Fam,SFoyer,4,5,1972,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,Rec,38.0,1138.0,GasA,TA,Y,0,1181,3,1,TA,6,Typ,0,no value,Detchd,RFn,588.0,TA,TA,Y,0,0,180,0,0,2008,WD ,137500,3.0,2319.0,1100.0,96.66080843585237
1110,RL,91.0,14303,IR1,Lvl,Corner,Gtl,NoRidge,1Fam,1Story,8,5,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,672.0,1986.0,GasA,Ex,Y,0,1987,2,1,Gd,7,Typ,1,TA,Attchd,Fin,691.0,TA,TA,Y,262,36,0,0,0,2008,WD ,301500,3.0,3973.0,1314.0,66.1631419939577
911,RL,43.0,5707,Reg,Bnk,Inside,Gtl,SWISU,1Fam,2Story,6,6,1935,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,583.0,583.0,GasA,Gd,Y,0,1242,3,1,TA,6,Typ,1,Gd,Detchd,Unf,180.0,Fa,TA,Y,329,96,0,0,0,2009,WD ,105000,1.5,1825.0,0.0,0.0
2535,RL,78.0,9360,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,7,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,216.0,976.0,GasA,TA,Y,0,976,2,1,Gd,4,Typ,1,Fa,Attchd,RFn,504.0,TA,TA,Y,94,0,0,0,0,2006,WD ,157500,2.0,1952.0,760.0,77.8688524590164
2030,RM,40.0,5680,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1.5Fin,5,3,1901,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,969.0,969.0,GasA,TA,N,0,1214,2,1,TA,6,Typ,0,no value,Detchd,Unf,216.0,TA,TA,N,0,0,77,0,0,2007,WD ,117000,1.0,2183.0,0.0,0.0
2634,RL,70.0,7000,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,6,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,396.0,864.0,GasA,Gd,Y,0,864,3,1,TA,5,Typ,0,no value,Attchd,Unf,336.0,TA,TA,Y,0,0,0,0,0,2006,WD ,105000,1.5,1728.0,468.0,54.16666666666667
1530,RL,51.0,10480,Reg,Lvl,Inside,Gtl,SWISU,1Fam,1.5Fin,6,5,1936,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1064.0,1064.0,GasA,Ex,Y,473,1639,3,1,TA,6,Maj2,0,no value,Detchd,Unf,240.0,TA,TA,Y,0,0,0,0,0,2008,WD ,115000,1.0,2703.0,0.0,0.0
435,RL,95.0,11578,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,9,5,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,Ex,TA,PConc,Ex,TA,No,Unf,Unf,1736.0,1736.0,GasA,Ex,Y,0,1736,3,1,Ex,7,Typ,1,Gd,Attchd,RFn,834.0,TA,TA,Y,319,90,0,0,0,2009,WD ,360000,2.0,3472.0,0.0,0.0
812,RL,64.0,7018,Reg,Bnk,Inside,Gtl,SawyerW,Duplex,1Story,5,5,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,no value,no value,no value,no value,no value,0.0,0.0,GasA,TA,Y,0,1535,4,2,TA,8,Typ,0,no value,Attchd,Unf,400.0,TA,TA,Y,0,0,0,0,0,2009,WD ,118858,2.0,1535.0,0.0,0.0
1202,RL,68.0,9130,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,2Story,6,8,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,GLQ,Rec,336.0,800.0,GasA,Gd,Y,0,1632,4,1,Gd,7,Typ,0,no value,Attchd,Unf,484.0,TA,TA,Y,0,40,0,0,0,2008,WD ,173000,2.0,2432.0,464.0,58.00000000000001
666,RL,60.0,10800,Reg,Lvl,Corner,Gtl,OldTown,1Fam,1Story,3,5,1890,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,630.0,630.0,GasA,TA,Y,0,725,1,1,TA,4,Typ,0,no value,Detchd,Unf,320.0,TA,TA,Y,0,30,0,0,0,2009,WD ,78500,1.5,1355.0,0.0,0.0
1751,RL,62.0,8244,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,840.0,840.0,GasA,Ex,Y,0,1720,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,440.0,TA,TA,Y,100,48,0,0,0,2007,WD ,183500,2.5,2560.0,0.0,0.0
705,RM,60.0,6000,Reg,Bnk,Inside,Mod,OldTown,2fmCon,1Story,4,4,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,Unf,936.0,936.0,GasA,TA,N,0,936,2,1,TA,4,Min2,0,no value,Detchd,Unf,576.0,TA,TA,Y,0,32,112,0,0,2009,WD ,93000,1.0,1872.0,0.0,0.0
1744,RL,68.0,3621,Reg,Lvl,Inside,Gtl,Blmngtn,TwnhsE,1Story,8,5,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,322.0,1406.0,GasA,Ex,Y,0,1589,2,1,Gd,7,Typ,1,TA,Attchd,Fin,630.0,TA,TA,Y,143,20,0,0,0,2007,WD ,226500,3.0,2995.0,1084.0,77.0981507823613
357,RL,59.0,7837,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,6,7,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,799.0,799.0,GasA,Gd,Y,0,1571,3,1,TA,7,Typ,1,TA,Attchd,RFn,380.0,TA,TA,Y,0,40,0,0,0,2009,WD ,178000,2.5,2370.0,0.0,0.0
2133,RL,72.0,10665,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,440.0,1453.0,GasA,Ex,Y,0,1479,3,1,Gd,7,Typ,0,no value,Attchd,RFn,558.0,TA,TA,Y,144,29,0,0,0,2007,WD ,226000,3.0,2932.0,1013.0,69.71782518926359
989,RL,70.0,10457,IR1,Lvl,Inside,Mod,Mitchel,1Fam,2Story,5,7,1969,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,Ex,CBlock,TA,TA,Gd,BLQ,LwQ,0.0,784.0,GasA,Ex,Y,0,1632,4,1,TA,7,Typ,1,TA,Attchd,RFn,898.0,TA,TA,Y,0,173,368,0,0,2009,WD ,173000,1.5,2416.0,784.0,100.0
562,RL,60.0,8281,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,0.0,864.0,GasA,Gd,Y,0,864,3,1,TA,5,Typ,1,Po,Detchd,Unf,360.0,TA,TA,Y,0,0,236,0,0,2009,WD ,62383,1.0,1728.0,864.0,100.0
1054,RL,67.0,14948,IR1,Lvl,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,122.0,1452.0,GasA,Ex,Y,0,2713,3,1,Ex,11,Typ,1,Gd,Attchd,Fin,858.0,TA,TA,Y,126,66,0,0,0,2008,New,446261,3.5,4165.0,1330.0,91.59779614325069
2850,RL,43.0,7000,Reg,Lvl,Inside,Gtl,SWISU,1Fam,2Story,7,8,1926,Gable,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,200.0,624.0,GasA,Ex,Y,0,1479,3,1,Gd,6,Typ,2,Gd,Detchd,Unf,312.0,TA,TA,Y,530,0,56,0,0,2006,WD ,160000,2.0,2103.0,424.0,67.94871794871796
1082,RM,68.0,3940,Reg,Lvl,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,24.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,306.0,1393.0,GasA,Ex,Y,0,1576,2,1,Gd,7,Typ,1,TA,Attchd,RFn,668.0,TA,TA,Y,143,20,0,0,0,2008,WD ,219990,3.0,2969.0,1087.0,78.03302225412779
1440,RL,93.0,9382,IR1,Lvl,CulDSac,Gtl,CollgCr,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1468.0,1468.0,GasA,Ex,Y,0,1479,3,1,Gd,6,Typ,0,no value,Attchd,RFn,577.0,TA,TA,Y,120,25,0,0,0,2008,WD ,191000,2.0,2947.0,0.0,0.0
2006,RL,55.0,6854,Reg,Bnk,Inside,Mod,BrkSide,1Fam,1Story,5,7,1925,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,LwQ,Rec,212.0,756.0,GasA,TA,N,0,1060,1,1,TA,6,Mod,1,Gd,Detchd,Unf,308.0,Fa,TA,Y,0,65,0,0,150,2007,WD ,136500,2.0,1816.0,544.0,71.95767195767195
2082,RL,68.0,11515,IR1,Lvl,CulDSac,Gtl,Edwards,1Fam,1Story,4,5,1958,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,no value,no value,no value,no value,no value,0.0,0.0,GasA,TA,N,0,943,3,1,Gd,5,Min2,0,no value,Detchd,Unf,308.0,TA,TA,N,0,0,60,0,0,2007,WD ,80000,1.0,943.0,0.0,0.0
2344,RL,68.0,13837,IR1,Lvl,Corner,Gtl,NWAmes,1Fam,1.5Fin,7,5,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,LwQ,0.0,1204.0,GasA,Gd,Y,0,2183,4,1,Gd,9,Typ,0,no value,Attchd,Unf,786.0,TA,TA,Y,0,0,0,0,0,2006,WD ,229000,2.5,3387.0,1204.0,100.0
248,RL,80.0,9938,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,2Story,7,5,1993,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,300.0,1050.0,GasA,Ex,Y,0,1949,3,1,Gd,8,Typ,1,TA,Attchd,Fin,574.0,TA,TA,Y,156,90,0,0,0,2010,WD ,236000,3.5,2999.0,750.0,71.42857142857143
2276,RL,85.0,12633,IR1,HLS,Inside,Gtl,Timber,1Fam,1Story,10,5,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,242.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,1824.0,1824.0,GasA,Ex,Y,0,1824,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,932.0,TA,TA,Y,160,36,0,0,108,2007,New,392000,2.0,3648.0,0.0,0.0
755,RM,57.0,6876,Reg,Lvl,Inside,Gtl,IDOTRR,1Fam,2Story,6,5,1927,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Fa,No,BLQ,Unf,198.0,720.0,GasA,Fa,Y,0,1930,4,1,TA,8,Typ,0,no value,Attchd,Unf,316.0,TA,TA,Y,0,0,213,0,0,2009,WD ,149000,3.0,2650.0,522.0,72.5
1178,FV,36.0,3951,IR1,Lvl,Inside,Gtl,Somerst,TwnhsE,2Story,10,5,1998,Gable,CompShg,BrkFace,MetalSd,None,0.0,Ex,TA,PConc,Gd,TA,Mn,BLQ,GLQ,0.0,970.0,GasA,Ex,Y,0,2393,2,1,Ex,7,Typ,1,TA,Attchd,Fin,846.0,TA,TA,Y,0,90,0,0,94,2008,WD ,345000,3.5,3363.0,970.0,100.0
2636,RM,62.0,9856,Reg,Lvl,Corner,Gtl,OldTown,1Fam,2Story,5,8,1900,Hip,CompShg,CemntBd,CmentBd,None,0.0,Gd,Gd,PConc,Fa,TA,No,Unf,Unf,716.0,716.0,GasA,Ex,Y,0,2014,5,1,TA,8,Typ,0,no value,Detchd,Unf,624.0,TA,TA,Y,0,72,167,0,0,2006,WD ,169000,2.0,2730.0,0.0,0.0
2077,RL,84.0,17808,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1Story,4,5,1946,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,484.0,484.0,GasA,TA,N,0,1242,2,1,TA,4,Mod,0,no value,Attchd,Unf,336.0,TA,TA,N,0,0,0,0,0,2007,WD ,109900,1.0,1726.0,0.0,0.0
2930,RL,74.0,9627,Reg,Lvl,Inside,Mod,Mitchel,1Fam,2Story,7,5,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,94.0,TA,TA,PConc,Gd,TA,Av,LwQ,Unf,238.0,996.0,GasA,Ex,Y,0,2000,3,1,TA,9,Typ,1,TA,Attchd,Fin,650.0,TA,TA,Y,190,48,0,0,0,2006,WD ,188000,2.5,2996.0,758.0,76.10441767068274
737,RM,50.0,6000,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,6,1939,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,Unf,780.0,780.0,GasA,Ex,Y,0,1412,4,1,TA,6,Typ,1,Gd,Detchd,Unf,280.0,TA,TA,Y,45,0,0,0,0,2009,WD ,132500,1.0,2192.0,0.0,0.0
837,RL,65.0,9757,Reg,Low,Inside,Mod,CollgCr,1Fam,1Story,5,7,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,Unf,235.0,990.0,GasA,Ex,Y,0,990,3,1,TA,5,Typ,0,no value,Attchd,RFn,440.0,TA,TA,Y,66,0,0,0,92,2009,WD ,143000,2.0,1980.0,755.0,76.26262626262627
2086,RL,58.0,9280,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1Story,5,6,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,Unf,785.0,1342.0,GasA,Ex,Y,0,1342,4,1,TA,7,Typ,0,no value,Detchd,Unf,256.0,TA,TA,Y,0,0,0,0,0,2007,WD ,125000,2.0,2684.0,557.0,41.50521609538003
2385,RL,120.0,14780,IR1,HLS,Corner,Mod,NridgHt,1Fam,1Story,9,5,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,568.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,363.0,1868.0,GasA,Ex,Y,0,1868,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,1085.0,TA,TA,Y,354,56,0,0,156,2006,WD ,415000,3.0,3736.0,1505.0,80.56745182012848
189,RM,60.0,7740,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2Story,4,7,1910,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,Unf,622.0,622.0,GasA,Gd,Y,0,1363,3,1,TA,6,Typ,0,no value,Detchd,Unf,528.0,TA,TA,Y,0,0,0,0,168,2010,WD ,125500,1.0,1985.0,0.0,0.0
635,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,6,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,0.0,1240.0,GasA,Gd,Y,0,1632,3,1,TA,6,Min1,1,Gd,Attchd,RFn,338.0,TA,TA,Y,289,0,0,0,0,2009,WD ,139000,3.0,2872.0,1240.0,100.0
432,RL,97.0,13478,IR1,Lvl,Corner,Gtl,NridgHt,1Fam,2Story,10,5,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,384.0,1722.0,GasA,Ex,Y,0,2296,3,1,Ex,10,Typ,1,Gd,BuiltIn,RFn,842.0,TA,TA,Y,382,274,0,0,0,2009,ConLI,451950,3.5,4018.0,1338.0,77.70034843205576
900,RL,65.0,10926,Reg,Lvl,Inside,Gtl,Edwards,Duplex,1Story,5,5,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1678.0,1678.0,GasA,TA,Y,0,1678,6,2,TA,10,Typ,0,no value,no value,no value,0.0,no value,no value,Y,0,0,0,0,0,2009,WD ,119900,2.0,3356.0,0.0,0.0
966,RL,68.0,6853,IR1,Lvl,Inside,Gtl,Timber,1Fam,1Story,8,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,262.0,1267.0,GasA,Ex,Y,0,1296,2,1,Gd,6,Typ,0,no value,Attchd,Fin,471.0,TA,TA,Y,192,25,0,0,0,2009,WD ,220000,3.0,2563.0,1005.0,79.32123125493291
1612,RL,85.0,10667,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,6,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,302.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,749.0,1587.0,GasA,TA,Y,0,1587,3,1,TA,7,Typ,1,Gd,Attchd,Unf,525.0,TA,TA,Y,0,44,0,0,0,2007,WD ,167300,2.0,3174.0,838.0,52.80403276622558
904,RL,45.0,8212,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1.5Fin,5,6,1941,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,94.0,720.0,GasA,Ex,Y,0,1298,3,1,TA,6,Typ,2,Gd,Detchd,Unf,256.0,TA,TA,Y,84,0,0,0,0,2009,WD ,122000,1.0,2018.0,626.0,86.94444444444444
